DBNOs,assists,boosts,damageDealt,deathType,headshotKills,heals,killPlace,killStreaks,kills,longestKill,name,playerId,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,team,match
2,0,0,210.86649,byplayer,0,0,55,0,0,0.0,III_Adam,account.4398c720f11a454c8fd07941a59e69a7,0,1848.9148,0,0.0,0,1170,0,737.51666,2,13,III,18
1,1,2,175.02074,byplayer,0,0,27,1,1,7.162535,NAVI_alya,account.faa45302d60245268174148c726f0df0,0,1654.0748,0,0.0,0,994,0,808.12146,6,14,NAVI,18
0,0,1,66.0,byplayer,0,0,57,0,0,0.0,NAVI_ubah,account.d52c9a76321240dd9d4e7d21dfd30601,0,3021.8506,0,0.0,0,993,0,575.0676,9,14,NAVI,18
1,0,2,276.7698,byplayer,1,1,28,1,1,38.029877,NAVI_Mell,account.47a6e42cedbd4478aa91029f2f182b24,0,2127.7095,0,0.0,0,993,0,1364.2627,3,14,NAVI,18
0,0,0,0.0,byplayer,0,0,56,0,0,0.0,NAVI_xmpl,account.f8519f64f2ef4260b9cf27bc694d80e8,0,1803.7649,0,0.0,0,994,0,961.5783,5,14,NAVI,18
0,0,6,57.357567,byplayer,0,5,58,0,0,0.0,EXO_empt,account.4b761e905e3f4880bd51038dfee6bf93,0,10574.836,0,0.0,0,910,0,547.35565,4,15,EXO,18
0,0,6,0.0,byplayer,0,9,59,0,0,0.0,EXO_Akita,account.c9154ad7a5cb4544a2cfdb7041b7897b,0,10844.015,0,0.0,0,910,0,581.7522,5,15,EXO,18
0,0,3,55.440002,byplayer,0,3,60,0,0,0.0,EXO_Hikerman,account.b1c76fc20478419ebecda95fd03936d5,0,9836.299,0,0.0,0,910,0,766.6347,6,15,EXO,18
0,0,5,0.0,byplayer,0,5,61,0,0,0.0,EXO_Rain,account.520f1451864845e68be67546e2372497,0,10490.329,0,0.0,0,910,0,483.36923,4,15,EXO,18
0,1,3,28.000103,byplayer,0,5,63,0,0,0.0,Tian_77owo,account.382c824a69f240f8957acb28cb9154cc,0,8540.037,0,0.0,0,864,0,609.6899,4,16,Tian,18
0,0,4,82.799995,byplayer,0,7,62,0,0,0.0,Tian_LongSkr,account.4c3326a1f23946ecbccb5a09c6a42b0b,0,10030.829,0,0.0,0,894,0,385.3944,5,16,Tian,18
0,0,2,11.839683,byplayer,0,4,64,0,0,0.0,Tian_LinShu,account.ae9f3894f15d49ccadb5cc8cac6c22f4,0,10351.061,0,0.0,0,855,0,658.8738,3,16,Tian,18
1,0,2,180.51465,byplayer,0,5,29,1,1,264.1182,Tian_PaoPao,account.c2e9bbbbba15453ca86119e54b9553fd,0,9438.128,0,0.0,0,767,0,514.8378,4,16,Tian,18
