match,attacker_name,hit_rate,damage,team
1,17_Lilghost,0.0,0.0,17
1,17_SuJiu,26.47058823529412,139.30278778076172,17
1,17_Xbei,3.875968992248062,10.800000190734863,17
1,17_xwudd,6.666666666666667,24.0,17
1,4AM_CRAZY112,7.246376811594203,261.23568534851074,4AM
1,4AM_Summer,10.20408163265306,320.3706378936768,4AM
1,4AM_Xiaohaixxxx,8.173076923076923,642.7625026702881,4AM
1,4AM_xxxLu,12.666666666666668,516.186653137207,4AM
1,ACE_ItzzChrizZ,13.114754098360656,167.67999839782715,ACE
1,ACE_KILYAKAi,17.543859649122805,177.61199760437012,ACE
1,ACE_Myca,3.1578947368421053,148.1699981689453,ACE
1,ACE_braex,17.647058823529413,188.4399948120117,ACE
1,CES_HaiSaki,14.634146341463412,99.99999618530272,CES
1,CES_Himass,10.294117647058822,68.96003532409668,CES
1,CES_Taikonn,0.0,0.0,CES
1,CES_YmCud,3.4482758620689653,90.45292472839355,CES
1,DAY_Belmoth,14.830508,489.708577,DAY
1,DAY_Flash,5.755396,211.536587,DAY
1,DAY_Nourinz,19.125683,504.292,DAY
1,DAY_PuuChiwz,4.697987,117.902008,DAY
1,DNW_Inonix,6.796117,150.841429,DNW
1,DNW_Loki,8.433735,150.222451,DNW
1,DNW_Salute,17.857143,451.547539,DNW
1,DNW_seoul,11.059908,685.735859,DNW
1,EXO_Akita,15.315315315315312,395.7683830261231,EXO
1,EXO_Rain,14.414414414414416,84.25815773010254,EXO
1,EXO_empt,11.11111111111111,159.45036792755127,EXO
1,EXO_kang,12.727272727272728,207.2890510559082,EXO
1,FaZe_Fexx,27.777778,297.796871,FaZe
1,FaZe_Gustav,10.126582,326.136723,FaZe
1,FaZe_curexi,7.407407,180.613869,FaZe
1,FaZe_jeemzz,9.615385,163.555902,FaZe
1,GBL_Glaz,0.0,0.0,GBL
1,GBL_Gyumin,3.278688524590164,145.70336723327637,GBL
1,GBL_Heaven,0.8968609865470852,56.4062385559082,GBL
1,GBL_Tosi,5.555555555555555,169.41818714141846,GBL
1,GEN_DG98,22.22222222222222,100.0,GEN
1,GEN_Foxy,6.451612903225806,82.0,GEN
1,GEN_Pio,36.36363636363637,125.0850067138672,GEN
1,GEN_taemin,3.4482758620689653,19.350000381469727,GEN
1,GEX_Leo,3.333333,10.8,GEX
1,GEX_Savior,9.836066,152.855316,GEX
1,GEX_Yuri,12.820513,91.400002,GEX
1,GEX_ZhenNan,12.222222,314.169281,GEX
1,HOWL_Apocalyp,0.0,0.0,HOWL
1,HOWL_RuerN,13.953488,267.724243,HOWL
1,HOWL_TheMad,26.086957,138.116578,HOWL
1,HOWL_scof1eld,0.0,0.0,HOWL
1,III_Adam,0.0,0.0,III
1,III_RichyB,8.620689655172415,130.54874801635742,III
1,III_Vox,1.351351351351351,55.589168548583984,III
1,III_oldless,11.428571428571429,103.995530128479,III
1,LG_Fludd,6.930693069306932,173.93906211853027,LG
1,LG_Kickstart,6.179775280898876,229.4373817443848,LG
1,LG_Relo,6.578947368421052,96.37271690368652,LG
1,LG_Snakers,10.317460317460316,448.2966938018799,LG
1,NAVI_Mell,5.660377358490567,323.2069454193115,NAVI
1,NAVI_alya,13.063063063063062,712.3408889770508,NAVI
1,NAVI_ubah,14.04109589041096,614.3438682556152,NAVI
1,NAVI_xmpl,5.504587155963304,618.1399936676025,NAVI
1,NH_HSmm,16.312056737588655,437.9313449859619,NH
1,NH_MMing,7.239819004524888,265.639196395874,NH
1,NH_Nannnnn,13.559322033898304,275.29991722106934,NH
