match,attacker_name,hit_rate,damage,team
1,NH_MMing,6.367924528301887,481.09931087493896,NH
1,NH_Nannnnn,3.804347826086957,198.228178024292,NH
1,NH_HSmm,11.055276381909549,509.0160484313965,NH
1,NH_ZpYan1,5.128205128205128,246.940110206604,NH
1,OP_jeemzz,10.382513661202186,433.02326011657715,OP
1,OP_clib,7.4866310160427805,211.12847900390625,OP
1,OP_mxey,12.408759124087592,239.81909370422363,OP
1,OP_vard,11.320754716981133,217.93522453308105,OP
1,EIQ_ivas,0.0,0.0,EIQ
1,EIQ_Qbe,7.6923076923076925,140.96000480651855,EIQ
1,EIQ_Lukarux,14.556962025316455,372.0438938140869,EIQ
1,EIQ_Naylup,10.526315789473683,40.59000015258789,EIQ
1,BGP_Seongjang,10.344827586206897,246.32582473754883,BGP
1,BGP_2heart,10.714285714285714,83.18460845947266,BGP
1,BGP_DG98,21.428571428571427,196.66311073303223,BGP
1,BGP_Pio,13.333333333333334,113.77176666259766,BGP
1,DNW_seoul,4.830917874396135,269.93369483947754,DNW
1,DNW_HelleN,7.734806629834254,246.95181846618652,DNW
1,DNW_Salute,4.411764705882353,131.30228233337402,DNW
1,DNW_Lambu,4.854368932038835,0.0,DNW
1,NAVI_xmpl,7.971014492753622,289.76762199401855,NAVI
1,NAVI_Mell,6.097560975609756,63.89441680908203,NAVI
1,NAVI_alya,11.235955056179774,126.94214057922363,NAVI
1,NAVI_ubah,20.161290322580644,329.9450511932373,NAVI
1,22_guizeera,10.95890410958904,410.86341285705566,22
1,22_v1n1,0.0,0.0,22
1,22_Haven,0.0,0.0,22
1,22_HazeteN,46.51162790697674,254.0448431968689,22
1,GEX_ZhenNan,12.396694214876034,324.2695426940918,GEX
1,GEX_YanLi,3.8461538461538463,21.66681480407715,GEX
1,GEX_Savior,5.813953488372093,182.74953079223633,GEX
1,GEX_SSR,2.127659574468085,41.615699768066406,GEX
1,TWIS_Lu,2.3474178403755865,89.50300788879395,TWIS
1,TWIS_BatulinS,10.81081081081081,168.3099479675293,TWIS
1,TWIS_Perfect1ks,3.225806451612903,31.84760093688965,TWIS
1,TWIS_spyrro,10.638297872340425,429.0491142272949,TWIS
1,Tian_9,7.228915662650602,79.2982349395752,Tian
1,Tian_77,8.108108108108109,100.0,Tian
1,Tian_Tang,6.0606060606060606,49.07194900512695,Tian
1,Tian_Cui71,8.450704225352112,157.75314140319824,Tian
1,KDF_Hikari,4.545454545454546,109.32047271728516,KDF
1,KDF_Akad,0.0,0.0,KDF
1,KDF_LashK,8.51063829787234,99.9999942779541,KDF
1,KDF_EEND,2.307692307692308,92.47158622741699,KDF
1,T5_RangerX,0.0,0.0,T5
1,T5_RossitedJR,0.0,0.0,T5
1,T5_Pathompong,3.0303030303030303,23.589509963989258,T5
1,T5_Excrozit,0.0,0.0,T5
1,SQ_hwinn,8.450704225352112,194.82444190979004,SQ
1,SQ_TGLTN,0.0,0.0,SQ
1,SQ_M1ME,69.84126984126983,329.90356731414795,SQ
1,SQ_Shrimzy,36.470588235294116,302.6095161437988,SQ
1,CES_Himass,4.081632653061225,175.32240390777588,CES
1,CES_YmCud,0.0,0.0,CES
1,CES_Taikonn,8.974358974358974,237.53318977355957,CES
1,CES_HaiSaki,4.081632653061225,55.92991828918457,CES
1,YAHO_sparkingg,9.090909090909092,118.36622619628906,YAHO
1,YAHO_Shinboi,7.8125,154.0399932861328,YAHO
1,YAHO_Poonage,10.38961038961039,135.9145965576172,YAHO
1,YAHO_Balefrost,7.377049180327869,112.66973876953125,YAHO
1,SGD_Leo,15.789473684210526,99.63000202178955,SGD
1,SGD_Jervis,40.74074074074074,269.39000129699707,SGD
1,SGD_Shen,0.0,0.0,SGD
1,SGD_Sophiya,30.508474576271187,150.6861457824707,SGD
2,DNW_Salute,2.5,31.407501220703125,DNW
2,DNW_Lambu,11.016949152542372,145.51000213623047,DNW
2,DNW_HelleN,5.555555555555555,309.4963092803955,DNW
2,DNW_seoul,8.80503144654088,371.39570331573486,DNW
2,TWIS_Lu,3.0303030303030303,150.27386665344238,TWIS
2,TWIS_Perfect1ks,13.529411764705882,484.2190628051758,TWIS
2,TWIS_BatulinS,4.712041884816754,209.71735382080078,TWIS
2,TWIS_spyrro,9.547738693467336,439.58555126190186,TWIS
2,GEX_ZhenNan,14.000000000000002,347.9654932022095,GEX
2,GEX_YanLi,10.795454545454545,304.5586585998535,GEX
2,GEX_Savior,10.81081081081081,395.17612075805664,GEX
2,GEX_SSR,10.144927536231885,271.17020416259766,GEX
2,KDF_EEND,4.761904761904762,97.67026710510254,KDF
2,KDF_Akad,12.987012987012985,420.801420211792,KDF
2,KDF_LashK,18.64406779661017,361.93408966064453,KDF
2,KDF_Hikari,10.256410256410255,228.43327522277832,KDF
2,NH_MMing,12.76595744680851,192.0555019378662,NH
2,NH_HSmm,0.0,0.0,NH
2,NH_Nannnnn,3.8461538461538463,29.00786590576172,NH
2,NH_ZpYan1,9.25925925925926,156.25009727478027,NH
2,NAVI_alya,5.813953488372093,126.49302291870117,NAVI
2,NAVI_xmpl,14.545454545454545,181.98528480529785,NAVI
2,NAVI_ubah,20.930232558139537,257.300329208374,NAVI
2,NAVI_Mell,11.200000000000001,321.34240341186523,NAVI
2,OP_clib,21.818181818181817,521.097827911377,OP
2,OP_jeemzz,15.909090909090908,203.6399917602539,OP
2,OP_vard,11.578947368421053,286.05743408203125,OP
2,OP_mxey,8.333333333333332,76.2732458114624,OP
2,YAHO_Poonage,23.4375,234.399995803833,YAHO
