attacker_name,Item_Weapon_Molotov_C,match_id,Item_Weapon_SmokeBomb_C,Item_Weapon_Grenade_C,Item_Weapon_FlashBang_C
FaZe_jeemzz,,16,1.0,,
GBL_Glaz,,16,,,
GBL_Gyumin,,16,4.0,1.0,
GBL_Heaven,1.0,16,5.0,1.0,1.0
GBL_Tosi,,16,2.0,1.0,
GEN_DG98,,16,,,
GEN_Foxy,,16,1.0,,
GEN_Pio,,16,,1.0,
GEN_taemin,,16,,,
GEX_Leo,,16,,,
GEX_Savior,,16,,1.0,
GEX_Yuri,,16,,,
GEX_ZhenNan,,16,1.0,,
HOWL_Apocalyp,,16,1.0,,
HOWL_RuerN,,16,1.0,,
HOWL_TheMad,,16,1.0,,
HOWL_scof1eld,,16,1.0,,
III_Adam,,16,3.0,,
III_RichyB,,16,1.0,,
III_Vox,,16,4.0,1.0,
III_oldless,,16,2.0,,
LG_Fludd,,16,1.0,,
LG_Kickstart,1.0,16,5.0,4.0,
LG_Relo,1.0,16,6.0,1.0,1.0
LG_Snakers,,16,3.0,1.0,
NAVI_Mell,,16,,,
NAVI_alya,2.0,16,3.0,1.0,
NAVI_ubah,,16,3.0,1.0,
NAVI_xmpl,,16,,,
NH_HSmm,,16,,,
NH_MMing,,16,,,
NH_Nannnnn,,16,,,
NH_ZpYan1,,16,,,
PLM_BORBO4Tz,,16,,,
PLM_Flukky,,16,,,
PLM_ThanawatTH,,16,,,
PLM_Thunderz,,16,,,
PTG_Adder,,16,,,
PTG_Akad,,16,,,
PTG_Hikari,,16,,,
PTG_WICKED,,16,,,
PeRo_AZ,,16,,3.0,1.0
PeRo_Aixleft,,16,2.0,3.0,
PeRo_Cui71,,16,3.0,3.0,2.0
PeRo_Myl,,16,3.0,6.0,
SQ_M1ME,,16,,,
SQ_Shrimzy,,16,,,
SQ_TGLTN,,16,,,
SQ_hwinn,,16,,,
SST_Feaven,,16,,,
SST_Imhac,,16,,,
SST_Runax,,16,,,
SST_Tae9,,16,,,
STK_PurdyKurty,,16,,,
STK_Vegas,,16,,,
STK_alow,,16,,,
STK_penta,,16,,,
TWIS_BatulinS,,16,,,
TWIS_Lu,,16,,,
TWIS_Perfect1ks,,16,,,
TWIS_TheTab,,16,,,
TWIS_spyrro,,16,,,
Tian_77owo,,16,1.0,3.0,
Tian_LinShu,,16,,,
Tian_LongSkr,,16,1.0,1.0,
Tian_PaoPao,,16,,,
17_Lilghost,2.0,17,6.0,2.0,
17_SuJiu,1.0,17,2.0,2.0,1.0
17_Xbei,1.0,17,8.0,2.0,
17_xwudd,,17,,,
4AM_CRAZY112,,17,,,
4AM_Summer,,17,,,
4AM_WangZai,,17,,,
4AM_Xiaohaixxxx,,17,,,
4AM_xxxLu,,17,,,
ACE_ItzzChrizZ,,17,,,
ACE_KILYAKAi,1.0,17,,1.0,
ACE_Myca,,17,,,
ACE_braex,,17,,,
CES_HaiSaki,,17,,,
CES_Himass,,17,,,
CES_Taikonn,,17,,,
CES_YmCud,,17,,,
DAY_Belmoth,1.0,17,6.0,3.0,3.0
DAY_Flash,1.0,17,5.0,1.0,4.0
DAY_Nourinz,1.0,17,3.0,3.0,3.0
DAY_PuuChiwz,2.0,17,5.0,,4.0
DNW_Inonix,1.0,17,3.0,2.0,3.0
DNW_Loki,2.0,17,7.0,2.0,5.0
DNW_Salute,,17,7.0,,2.0
DNW_seoul,1.0,17,5.0,3.0,3.0
EXO_Akita,,17,,,
EXO_Hikerman,,17,2.0,2.0,2.0
EXO_Rain,,17,5.0,,4.0
EXO_empt,,17,,,
EXO_kang,,17,,,
FaZe_Fexx,1.0,17,5.0,2.0,1.0
FaZe_Gustav,,17,2.0,,
FaZe_curexi,3.0,17,6.0,5.0,
FaZe_jeemzz,,17,2.0,,
GBL_Glaz,1.0,17,6.0,,4.0
GBL_Gyumin,,17,3.0,1.0,2.0
GBL_Heaven,1.0,17,2.0,3.0,1.0
GBL_Tosi,1.0,17,2.0,4.0,2.0
GEN_DG98,1.0,17,7.0,2.0,5.0
GEN_Foxy,,17,,2.0,
GEN_Pio,2.0,17,,2.0,2.0
GEN_taemin,,17,,1.0,1.0
GEX_Leo,,17,3.0,,
GEX_Savior,,17,3.0,,
GEX_Yuri,,17,4.0,,
GEX_ZhenNan,,17,,,
HOWL_Apocalyp,,17,,,
HOWL_RuerN,,17,,,
HOWL_TheMad,,17,,,
HOWL_scof1eld,,17,,,
III_Adam,,17,2.0,,1.0
III_RichyB,,17,2.0,3.0,2.0
III_Vox,,17,3.0,2.0,
III_oldless,,17,3.0,,
LG_Fludd,,17,5.0,,
LG_Kickstart,1.0,17,5.0,1.0,2.0
LG_Relo,2.0,17,1.0,,
LG_Snakers,,17,1.0,2.0,
NAVI_Mell,1.0,17,2.0,1.0,3.0
NAVI_alya,,17,4.0,1.0,4.0
NAVI_ubah,,17,6.0,3.0,2.0
NAVI_xmpl,2.0,17,5.0,1.0,
NH_HSmm,,17,,,
NH_MMing,,17,,,
NH_Nannnnn,,17,,,
NH_ZpYan1,,17,,,
PLM_BORBO4Tz,,17,,,
PLM_Flukky,,17,,,
PLM_ThanawatTH,,17,,,
PLM_Thunderz,,17,,,
PTG_Adder,,17,,,
PTG_Akad,,17,,,
PTG_Hikari,,17,,,
PTG_WICKED,,17,,,
PeRo_AZ,,17,3.0,4.0,
PeRo_Aixleft,,17,3.0,2.0,
PeRo_Cui71,,17,3.0,2.0,
PeRo_Myl,,17,4.0,2.0,
SQ_M1ME,,17,,,
SQ_Shrimzy,,17,,,
SQ_TGLTN,,17,,,
SQ_hwinn,,17,,,
SST_Feaven,,17,,,
SST_Imhac,,17,,,
SST_Runax,,17,,,
SST_Tae9,,17,,,
STK_PurdyKurty,,17,,,
STK_Vegas,,17,,,
STK_alow,,17,,,
STK_penta,,17,,,
TWIS_BatulinS,,17,,,
TWIS_Lu,,17,,,
TWIS_Perfect1ks,,17,,,
TWIS_TheTab,,17,,,
TWIS_spyrro,,17,,,
Tian_77owo,,17,,,
Tian_LinShu,,17,,,
Tian_LongSkr,,17,,,
Tian_PaoPao,,17,,,
17_Lilghost,,18,4.0,3.0,
17_SuJiu,,18,,1.0,
17_Xbei,,18,,,
17_xwudd,,18,2.0,,1.0
4AM_CRAZY112,,18,,,
4AM_Summer,,18,,,
4AM_WangZai,,18,,,
4AM_Xiaohaixxxx,,18,,,
4AM_xxxLu,,18,,,
ACE_ItzzChrizZ,,18,4.0,,
ACE_KILYAKAi,,18,1.0,,1.0
ACE_Myca,,18,6.0,1.0,1.0
ACE_braex,,18,,2.0,
CES_HaiSaki,,18,1.0,,
CES_Himass,,18,,,
CES_Taikonn,1.0,18,5.0,7.0,
CES_YmCud,1.0,18,4.0,,3.0
DAY_Belmoth,2.0,18,3.0,2.0,4.0
DAY_Flash,,18,,,
DAY_Nourinz,2.0,18,4.0,6.0,2.0
DAY_PuuChiwz,,18,3.0,2.0,
DNW_Inonix,3.0,18,5.0,5.0,1.0
DNW_Loki,,18,3.0,2.0,3.0
DNW_Salute,,18,,,
DNW_seoul,,18,4.0,5.0,1.0
EXO_Akita,,18,,,
EXO_Hikerman,,18,,,
EXO_Rain,,18,,,
EXO_empt,,18,,,
EXO_kang,,18,,,
FaZe_Fexx,1.0,18,,1.0,
FaZe_Gustav,,18,2.0,,
FaZe_curexi,,18,3.0,,
FaZe_jeemzz,,18,,,
GBL_Glaz,,18,2.0,3.0,
GBL_Gyumin,,18,6.0,1.0,
GBL_Heaven,,18,4.0,2.0,1.0
GBL_Tosi,,18,,,
GEN_DG98,,18,1.0,,
GEN_Foxy,,18,4.0,,
GEN_Pio,,18,6.0,2.0,
GEN_taemin,,18,,,
GEX_Leo,1.0,18,,,
GEX_Savior,1.0,18,4.0,1.0,4.0
GEX_Yuri,,18,2.0,3.0,
GEX_ZhenNan,2.0,18,6.0,3.0,3.0
HOWL_Apocalyp,,18,,,
HOWL_RuerN,,18,1.0,5.0,2.0
HOWL_TheMad,,18,12.0,,
HOWL_scof1eld,,18,,,
III_Adam,,18,,1.0,
III_RichyB,,18,,1.0,
III_Vox,,18,3.0,,
III_oldless,,18,3.0,,
LG_Fludd,1.0,18,6.0,,2.0
LG_Kickstart,2.0,18,5.0,5.0,1.0
LG_Relo,,18,,,
LG_Snakers,2.0,18,1.0,1.0,3.0
NAVI_Mell,1.0,18,,,
NAVI_alya,1.0,18,,,
NAVI_ubah,2.0,18,,2.0,
NAVI_xmpl,,18,,,
NH_HSmm,,18,,,
NH_MMing,,18,,,
NH_Nannnnn,,18,,,
NH_ZpYan1,,18,,,
PLM_BORBO4Tz,,18,,,
PLM_Flukky,,18,,,
PLM_ThanawatTH,,18,,,
PLM_Thunderz,,18,,,
PTG_Adder,,18,,,
PTG_Akad,,18,,,
PTG_Hikari,,18,,,
PTG_WICKED,,18,,,
PeRo_AZ,,18,2.0,,1.0
PeRo_Aixleft,,18,3.0,1.0,
PeRo_Cui71,,18,3.0,,
PeRo_Myl,,18,1.0,1.0,
SQ_M1ME,,18,,,
SQ_Shrimzy,,18,,,
SQ_TGLTN,,18,,,
SQ_hwinn,,18,,,
SST_Feaven,,18,,,
SST_Imhac,,18,,,
SST_Runax,,18,,,
SST_Tae9,,18,,,
STK_PurdyKurty,,18,,,
STK_Vegas,,18,,,
STK_alow,,18,,,
STK_penta,,18,,,
TWIS_BatulinS,,18,,,
TWIS_Lu,,18,,,
TWIS_Perfect1ks,,18,,,
TWIS_TheTab,,18,,,
TWIS_spyrro,,18,,,
Tian_77owo,,18,,,
Tian_LinShu,,18,,,
Tian_LongSkr,,18,,,
Tian_PaoPao,,18,1.0,,
